modelo_datos,validacion,clasificador,fold,fold_id,n_train,n_clases_presentes_train,clase_codificada,clase,frecuencia_train,peso_clase,peso_aplicado,estrategia,formula,calculado_solo_con_train
aprima,aleatoria,random_forest,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,2,Envero / maduración,148,0.7094594594594594,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,3,Floración,39,2.6923076923076925,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,4,Senescencia / caída de hojas,135,0.7777777777777778,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,0,Brotación / desarrollo foliar,112,0.9375,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,1,Cosecha / post-cosecha,91,1.1538461538461537,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,2,Envero / maduración,148,0.7094594594594594,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,3,Floración,39,2.6923076923076925,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,4,Senescencia / caída de hojas,135,0.7777777777777778,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,0,Brotación / desarrollo foliar,112,0.9375,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,1,Cosecha / post-cosecha,91,1.1538461538461537,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,2,Envero / maduración,148,0.7094594594594594,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,3,Floración,39,2.6923076923076925,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,4,Senescencia / caída de hojas,135,0.7777777777777778,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,0,Brotación / desarrollo foliar,112,0.9392857142857143,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,1,Cosecha / post-cosecha,91,1.156043956043956,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,2,Envero / maduración,148,0.7108108108108108,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,3,Floración,40,2.63,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,4,Senescencia / caída de hojas,135,0.7792592592592592,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,0,Brotación / desarrollo foliar,112,0.9392857142857143,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,1,Cosecha / post-cosecha,91,1.156043956043956,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,2,Envero / maduración,148,0.7108108108108108,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,3,Floración,40,2.63,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,3,57F4B12E5633246B59F3B1AFC161288B23259831EB732E141BA8C17421A286A5,526,5,4,Senescencia / caída de hojas,135,0.7792592592592592,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,0,Brotación / desarrollo foliar,112,0.9392857142857143,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,1,Cosecha / post-cosecha,91,1.156043956043956,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,2,Envero / maduración,148,0.7108108108108108,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,3,Floración,39,2.6974358974358976,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,4,Senescencia / caída de hojas,136,0.7735294117647059,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,0,Brotación / desarrollo foliar,112,0.9392857142857143,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,1,Cosecha / post-cosecha,91,1.156043956043956,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,2,Envero / maduración,148,0.7108108108108108,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,3,Floración,39,2.6974358974358976,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,4,1ADF9116676B66BEE01A1F5DF24C8B91AA03B03E0F1220921E3894782A55A57E,526,5,4,Senescencia / caída de hojas,136,0.7735294117647059,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,0,Brotación / desarrollo foliar,112,0.9392857142857143,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,1,Cosecha / post-cosecha,92,1.1434782608695653,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,2,Envero / maduración,148,0.7108108108108108,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,3,Floración,39,2.6974358974358976,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,red_densa,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,4,Senescencia / caída de hojas,135,0.7792592592592592,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,0,Brotación / desarrollo foliar,112,0.9392857142857143,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,1,Cosecha / post-cosecha,92,1.1434782608695653,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,2,Envero / maduración,148,0.7108108108108108,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,3,Floración,39,2.6974358974358976,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,aleatoria,random_forest,5,B268CDE4E48DC3B5DFAE0303AEF90B1F5E84FE2F14345EA4ADEAE37EFFEC974F,526,5,4,Senescencia / caída de hojas,135,0.7792592592592592,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,0,Brotación / desarrollo foliar,97,1.0850515463917525,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,1,Cosecha / post-cosecha,90,1.1694444444444445,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,2,Envero / maduración,137,0.7682481751824818,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,3,Floración,0,,False,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,4,Senescencia / caída de hojas,97,1.0850515463917525,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,0,Brotación / desarrollo foliar,97,1.0850515463917525,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,1,Cosecha / post-cosecha,90,1.1694444444444445,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,2,Envero / maduración,137,0.7682481751824818,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,3,Floración,0,,False,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,1,8149DBC10B363D51E4970448133FC4325E6C81674F5B338D6510B60A425BF6D5,421,4,4,Senescencia / caída de hojas,97,1.0850515463917525,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,0,Brotación / desarrollo foliar,117,0.9521367521367521,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,1,Cosecha / post-cosecha,88,1.2659090909090909,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,2,Envero / maduración,157,0.7095541401273885,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,3,Floración,49,2.273469387755102,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,4,Senescencia / caída de hojas,146,0.763013698630137,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,0,Brotación / desarrollo foliar,117,0.9521367521367521,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,1,Cosecha / post-cosecha,88,1.2659090909090909,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,2,Envero / maduración,157,0.7095541401273885,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,3,Floración,49,2.273469387755102,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,2,33CD5F705F7E9DFF97A578705CFACC1730B712D4FF357FF7C188384E7825D08E,557,5,4,Senescencia / caída de hojas,146,0.763013698630137,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,0,Brotación / desarrollo foliar,118,0.9542372881355933,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,1,Cosecha / post-cosecha,98,1.1489795918367347,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,2,Envero / maduración,154,0.7311688311688311,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,3,Floración,49,2.2979591836734694,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,4,Senescencia / caída de hojas,144,0.7819444444444444,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,0,Brotación / desarrollo foliar,118,0.9542372881355933,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,1,Cosecha / post-cosecha,98,1.1489795918367347,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,2,Envero / maduración,154,0.7311688311688311,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,3,Floración,49,2.2979591836734694,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,3,508B03E769684B1A2989E27D136EA599A100F976C46CEA79B435CAB743FA536D,563,5,4,Senescencia / caída de hojas,144,0.7819444444444444,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,0,Brotación / desarrollo foliar,116,0.9413793103448276,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,1,Cosecha / post-cosecha,89,1.2269662921348314,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,2,Envero / maduración,146,0.7479452054794521,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,3,Floración,49,2.2285714285714286,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,4,Senescencia / caída de hojas,146,0.7479452054794521,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,0,Brotación / desarrollo foliar,116,0.9413793103448276,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,1,Cosecha / post-cosecha,89,1.2269662921348314,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,2,Envero / maduración,146,0.7479452054794521,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,3,Floración,49,2.2285714285714286,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,4,44DEC11A6362FB6EA7CFEC44A3BD7DC6E71B4D1537E051BFA86089E5694E09E1,546,5,4,Senescencia / caída de hojas,146,0.7479452054794521,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,0,Brotación / desarrollo foliar,112,0.9660714285714286,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,1,Cosecha / post-cosecha,91,1.189010989010989,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,2,Envero / maduración,146,0.7410958904109589,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,3,Floración,49,2.2081632653061223,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,red_densa,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,4,Senescencia / caída de hojas,143,0.7566433566433567,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,0,Brotación / desarrollo foliar,112,0.9660714285714286,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,1,Cosecha / post-cosecha,91,1.189010989010989,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,2,Envero / maduración,146,0.7410958904109589,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,3,Floración,49,2.2081632653061223,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
aprima,por_estacion,random_forest,5,63B1563304B5AA3AC397E0CA5BA09D04F13725CC8D6383FF0C03ECAC54BF7896,541,5,4,Senescencia / caída de hojas,143,0.7566433566433567,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,0,Brotación / desarrollo foliar,112,0.9375,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,1,Cosecha / post-cosecha,91,1.1538461538461537,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,2,Envero / maduración,148,0.7094594594594594,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,3,Floración,39,2.6923076923076925,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,4,Senescencia / caída de hojas,135,0.7777777777777778,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,random_forest,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,0,Brotación / desarrollo foliar,112,0.9375,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,random_forest,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,1,Cosecha / post-cosecha,91,1.1538461538461537,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,random_forest,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,2,Envero / maduración,148,0.7094594594594594,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,random_forest,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,3,Floración,39,2.6923076923076925,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,random_forest,1,2A16235335FC6E4578970F1A36436FE0735D6B24B1A1D4A01FCD599EABE48D35,525,5,4,Senescencia / caída de hojas,135,0.7777777777777778,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,0,Brotación / desarrollo foliar,112,0.9375,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,1,Cosecha / post-cosecha,91,1.1538461538461537,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,2,Envero / maduración,148,0.7094594594594594,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,3,Floración,39,2.6923076923076925,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,red_densa,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,4,Senescencia / caída de hojas,135,0.7777777777777778,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
b,aleatoria,random_forest,2,5E37846F90A7538F65B130FC79FBB60117BF43FED6E3A6ECC03BC3EA1C047424,525,5,0,Brotación / desarrollo foliar,112,0.9375,True,balanced_explicito,n_train / (n_clases_presentes_train * frecuencia_clase_train),True
